Fecha;Hora;CO;MP10;MP2.5;NO2;Nox;O3;DV;VV;P;RG;UV;T;HR
1/01/2019;01:00;;;;;;;;;;;;;
1/01/2019;02:00;;;;;;;;;;;;;
1/01/2019;03:00;;;;;;;;;;;;;
1/01/2019;04:00;;;;;;;;;;;;;
1/01/2019;05:00;;;;;;;;;;;;;
1/01/2019;06:00;;;;;;;;;;;;;
1/01/2019;07:00;;;;;;;;;;;;;
1/01/2019;08:00;;;;;;;;;;;;;
1/01/2019;09:00;;;;;;;;;;;;;
1/01/2019;10:00;;;;;;;;;;;;;
1/01/2019;11:00;;;;;;;;;;;;;
1/01/2019;12:00;;;;;;;;;;;;;
1/01/2019;13:00;;;;;;;;;;;;;
1/01/2019;14:00;;;;;;;;;;;;;
1/01/2019;15:00;;;;;;;;;;;;;
1/01/2019;16:00;;;;;;;;;;;;;
1/01/2019;17:00;;;;;;;;;;;;;
1/01/2019;18:00;;;;;;;;;;;;;
1/01/2019;19:00;;;;;;;;;;;;;
1/01/2019;20:00;;;;;;;;;;;;;
1/01/2019;21:00;;;;;;;;;;;;;
1/01/2019;22:00;;;;;;;;;;;;;
1/01/2019;23:00;;;;;;;;;;;;;
1/01/2019;24:00:00;;;;;;;;;;;;;
2/01/2019;01:00;;;;;;;;;;;;;
2/01/2019;02:00;;;;;;;;;;;;;
2/01/2019;03:00;;;;;;;;;;;;;
2/01/2019;04:00;;;;;;;;;;;;;
2/01/2019;05:00;;;;;;;;;;;;;
2/01/2019;06:00;;;;;;;;;;;;;
2/01/2019;07:00;;;;;;;;;;;;;
2/01/2019;08:00;;;;;;;;;;;;;
2/01/2019;09:00;;;;;;;;;;;;;
2/01/2019;10:00;;;;;;;;;;;;;
2/01/2019;11:00;;;;;;;;;;;;;
2/01/2019;12:00;;;;;;;;;;;;;
2/01/2019;13:00;;;;;;;;;;;;;
2/01/2019;14:00;;;;;;;;;;;;;
2/01/2019;15:00;;;;;;;;;;;;;
2/01/2019;16:00;;;;;;;;;;;;;
2/01/2019;17:00;;;;;;;;;;;;;
2/01/2019;18:00;;;;;;;325;2,8;;;;;
2/01/2019;19:00;0,4;4;;;;51;307;1,6;921,9;36;4;28,9;59
2/01/2019;20:00;0,4;16;0;;;45;131;1,3;922,4;64;2;27,2;69
2/01/2019;21:00;0,4;9;0;;;38;113;1,2;923,2;4;0;26,6;71
2/01/2019;22:00;0,4;23;5;;;41;96;1,8;923,9;0;0;25,8;77
2/01/2019;23:00;0,4;31;3;;;26;105;1,4;924,7;0;0;25,6;77
2/01/2019;24:00:00;0,4;15;0;;;9;97;1,6;924,8;0;0;25,7;74
3/01/2019;01:00;0,4;21;8;;;9;103;1,1;924,1;0;0;25,2;76
3/01/2019;02:00;0,3;24;4;;;9;777;0,0;923,4;0;0;25,4;74
3/01/2019;03:00;0,3;14;10;;;21;336;0,9;922,7;0;0;25,7;69
3/01/2019;04:00;0,2;19;1;;;30;332;1,3;922,4;0;0;25,4;69
3/01/2019;05:00;0,3;14;4;;;18;330;0,9;922,1;0;0;24,8;72
3/01/2019;06:00;0,2;12;4;;;28;329;1,0;922,5;0;0;24,6;71
3/01/2019;07:00;0,2;7;4;;;29;331;1,6;923,3;3;0;24,7;71
3/01/2019;08:00;0,2;13;19;;;22;334;1,1;923,7;43;3;24,9;69
3/01/2019;09:00;0,3;13;3;;;31;329;1,5;924,0;213;12;26,0;66
3/01/2019;10:00;;14;3;;;;323;2,4;923,8;644;31;28,3;60
3/01/2019;11:00;0,3;34;24;;;67;329;2,9;923,4;810;41;29,5;56
3/01/2019;12:00;0,2;28;30;;;77;326;3,0;923,1;657;36;30,2;54
3/01/2019;13:00;0,2;25;11;;;83;330;2,9;922,5;826;45;31,4;50
3/01/2019;14:00;0,2;14;11;;;89;329;3,0;921,8;792;44;31,6;49
3/01/2019;15:00;0,2;24;15;;;76;326;2,0;921,4;441;26;30,7;55
3/01/2019;16:00;0,2;18;5;;;82;323;2,6;920,7;976;50;33,3;43
3/01/2019;17:00;0,2;18;11;;;77;327;2,6;920,0;459;25;32,7;44
3/01/2019;18:00;0,3;35;17;;;63;328;2,7;920,0;188;12;27,3;72
3/01/2019;19:00;0,3;19;4;;;50;327;2,6;920,8;130;8;27,7;67
3/01/2019;20:00;0,2;11;4;;;48;328;3,3;922,1;7;0;25,5;71
3/01/2019;21:00;0,2;13;3;;;43;330;3,1;923,4;0;0;21,6;94
3/01/2019;22:00;0,2;6;0;;;30;330;1,9;924,0;0;0;21,7;94
3/01/2019;23:00;0,2;8;5;;;36;329;2,0;924,6;0;0;22,3;90
3/01/2019;24:00:00;0,2;7;2;;;21;338;1,1;924,5;0;0;22,0;91
4/01/2019;01:00;0,1;27;4;;;30;328;1,4;924,3;0;0;22,0;91
4/01/2019;02:00;0,1;12;5;;;39;330;1,7;923,6;0;0;21,9;88
4/01/2019;03:00;0,1;7;4;;;33;335;1,4;922,9;0;0;22,1;85
4/01/2019;04:00;0,1;7;9;;;41;332;2,5;922,5;0;0;22,6;82
4/01/2019;05:00;0,1;13;2;;;35;321;1,7;922,6;0;0;22,6;82
4/01/2019;06:00;0,2;5;6;;;22;330;1,6;922,9;0;0;22,6;83
4/01/2019;07:00;0,2;13;6;;;16;326;1,6;923,2;6;0;22,7;82
4/01/2019;08:00;0,3;8;10;;;14;326;1,7;923,6;51;3;23,1;80
4/01/2019;09:00;0,4;17;6;;;15;328;1,6;924,0;116;7;24,1;76
4/01/2019;10:00;;19;11;;;;328;2,0;924,4;263;16;24,9;71
4/01/2019;11:00;0,3;13;4;;;35;324;2,4;924,8;430;25;25,5;70
4/01/2019;12:00;0,3;17;13;;;48;328;2,5;924,6;923;49;27,6;64
4/01/2019;13:00;0,3;22;18;;;62;328;2,4;923,8;832;46;28,9;60
4/01/2019;14:00;0,2;26;21;;;87;324;2,3;922,6;831;47;30,3;56
4/01/2019;15:00;0,2;24;26;;;54;218;1,7;922,4;39;3;25,8;74
4/01/2019;16:00;0,4;12;9;;;15;351;0,9;922,1;17;2;21,9;92
4/01/2019;17:00;0,6;8;0;;;10;102;1,2;921,7;170;12;23,0;94
4/01/2019;18:00;0,8;17;5;;;11;116;0,8;921,7;205;13;24,9;89
4/01/2019;19:00;0,4;20;19;;;30;169;1,3;922,7;19;1;23,6;84
4/01/2019;20:00;0,3;17;6;;;24;149;0,9;922,8;4;0;22,2;89
4/01/2019;21:00;0,3;1;3;;;19;150;0,7;923,5;0;0;22,0;89
4/01/2019;22:00;0,3;7;3;;;11;206;0,7;924,0;0;0;21,9;89
4/01/2019;23:00;0,3;10;10;;;13;324;1,4;924,6;0;0;22,3;88
4/01/2019;24:00:00;0,2;10;6;;;26;337;1,2;925,0;0;0;21,8;88
5/01/2019;01:00;0,2;5;10;;;25;326;1,4;924,9;0;0;21,5;91
5/01/2019;02:00;0,2;11;4;;;26;332;1,9;924,2;0;0;21,5;91
5/01/2019;03:00;0,2;8;7;;;29;324;1,6;923,4;0;0;21,5;91
5/01/2019;04:00;0,1;10;8;;;34;328;2,1;922,8;0;0;21,6;91
5/01/2019;05:00;0,1;9;5;;;42;332;2,3;922,5;0;0;21,6;89
5/01/2019;06:00;0,2;6;8;;;28;344;1,2;922,6;0;0;21,6;87
5/01/2019;07:00;0,2;11;8;;;20;333;0,8;923,5;0;0;21,4;88
5/01/2019;08:00;0,2;7;5;;;12;18;0,9;924,7;3;0;21,0;89
5/01/2019;09:00;0,4;14;12;;;4;322;1,1;925,2;19;2;20,9;92
5/01/2019;10:00;0,3;15;9;;;16;334;1,8;925,3;49;4;20,9;93
5/01/2019;11:00;0,3;5;5;;;27;333;2,0;925,0;102;8;21,0;93
5/01/2019;12:00;0,3;10;9;;;23;327;2,5;924,9;191;13;21,7;91
5/01/2019;13:00;;14;13;;;;327;2,4;924,6;236;16;22,6;87
5/01/2019;14:00;0,3;7;10;;;38;331;2,4;924,5;377;26;23,8;80
5/01/2019;15:00;0,2;9;7;;;54;329;2,6;924,3;497;32;25,0;72
5/01/2019;16:00;0,2;65;10;;;56;332;2,3;923,9;294;20;25,0;72
5/01/2019;17:00;0,2;4;3;;;54;319;2,3;923,2;283;18;24,9;71
5/01/2019;18:00;0,3;13;9;;;40;331;1,6;923,0;111;7;24,4;74
5/01/2019;19:00;0,2;8;9;;;37;331;1,9;923,0;91;6;24,0;76
5/01/2019;20:00;0,3;12;9;;;28;328;1,5;923,0;21;2;23,7;78
5/01/2019;21:00;0,3;43;13;;;12;777;0,0;923,4;0;0;23,5;80
5/01/2019;22:00;0,3;12;16;;;26;148;1,1;924,4;0;0;22,7;86
5/01/2019;23:00;0,2;12;6;;;24;184;0,8;925,0;0;0;21,4;91
5/01/2019;24:00:00;0,2;11;8;;;27;142;1,0;925,4;0;0;21,2;93
6/01/2019;01:00;0,3;7;3;;;23;106;1,1;925,3;0;0;21,0;94
6/01/2019;02:00;0,2;8;7;;;32;777;0,0;924,9;0;0;20,5;95
6/01/2019;03:00;0,2;8;2;;;28;328;0,7;924,1;0;0;20,4;95
6/01/2019;04:00;0,2;10;9;;;12;777;0,0;923,4;0;0;20,4;95
6/01/2019;05:00;0,3;4;7;;;9;777;0,0;923,2;0;0;20,4;96
6/01/2019;06:00;0,4;20;11;;;3;777;0,0;923,3;0;0;20,5;96
6/01/2019;07:00;0,3;16;10;;;3;777;0,0;923,8;3;0;20,2;96
6/01/2019;08:00;0,3;16;10;;;8;777;0,0;924,2;79;5;20,7;96
6/01/2019;09:00;0,3;6;1;;;16;330;0,9;924,6;379;18;23,7;89
6/01/2019;10:00;0,2;14;7;;;35;344;1,2;925,0;597;30;25,4;71
6/01/2019;11:00;0,1;4;7;;;51;322;1,9;925,0;772;40;26,7;63
6/01/2019;12:00;0,1;5;6;6;4;58;327;2,3;924,6;731;41;27,7;58
6/01/2019;13:00;0,1;6;3;8;5;58;328;2,3;923,9;538;31;28,5;54
6/01/2019;14:00;0,2;14;9;12;7;55;329;2,1;923,8;197;13;27,2;60
6/01/2019;15:00;0,2;11;4;8;5;60;333;1,9;923,6;420;26;27,4;62
6/01/2019;16:00;0,2;8;6;10;6;67;321;1,7;922,8;562;33;28,2;59
6/01/2019;17:00;0,2;9;5;8;5;78;325;2,2;922,1;674;36;30,2;51
6/01/2019;18:00;0,1;20;14;9;5;72;328;2,2;921,5;210;15;29,0;52
6/01/2019;19:00;0,2;15;7;12;7;72;157;1,5;921,5;121;8;28,0;62
6/01/2019;20:00;0,2;33;24;19;11;63;181;1,3;922,3;32;2;24,9;78
6/01/2019;21:00;0,2;25;20;23;12;42;115;1,4;923,2;0;0;21,1;92
6/01/2019;22:00;0,3;5;1;41;23;22;777;0,0;923,9;0;0;20,7;94
6/01/2019;23:00;0,5;10;9;52;30;7;777;0,0;924,2;0;0;20,9;95
6/01/2019;24:00:00;0,5;21;7;43;26;11;96;1,0;924,7;0;0;21,6;95
7/01/2019;01:00;0,4;4;4;45;30;7;777;0,0;924,7;0;0;21,4;95
7/01/2019;02:00;0,5;19;18;48;37;2;777;0,0;924,2;0;0;21,0;95
7/01/2019;03:00;0,6;24;15;46;48;2;777;0,0;923,7;0;0;20,8;95
7/01/2019;04:00;0,5;25;19;43;58;2;777;0,0;923,1;0;0;20,8;95
7/01/2019;05:00;0,4;24;16;37;43;2;107;0,9;923,0;0;0;20,6;95
7/01/2019;06:00;0,4;29;12;35;52;2;101;1,0;923,0;0;0;20,7;95
7/01/2019;07:00;0,7;21;11;35;78;3;84;1,1;923,2;4;0;20,5;95
7/01/2019;08:00;0,9;22;13;39;99;3;100;1,0;923,5;86;5;20,9;95
7/01/2019;09:00;0,8;25;10;51;82;6;108;1,3;923,9;377;16;24,0;81
7/01/2019;10:00;0,6;21;15;53;64;12;105;1,3;923,9;627;29;27,0;68
7/01/2019;11:00;0,3;22;11;34;28;39;328;2,5;923,8;853;42;29,0;55
7/01/2019;12:00;0,2;10;9;23;17;53;329;2,6;923,7;988;51;30,3;48
7/01/2019;13:00;0,2;22;16;15;11;57;327;3,7;923,5;1070;56;31,3;42
7/01/2019;14:00;0,2;17;14;19;13;63;327;3,3;923,3;1060;58;32,5;38
7/01/2019;15:00;0,2;18;15;16;10;74;329;3,5;922,9;1028;54;32,8;38
7/01/2019;16:00;0,2;27;14;17;11;85;328;3,6;922,4;867;45;32,8;38
7/01/2019;17:00;0,2;19;14;20;12;86;326;3,5;921,9;707;36;32,8;37
7/01/2019;18:00;0,2;42;13;24;15;84;327;2,8;921,4;282;17;32,5;36
7/01/2019;19:00;0,2;23;11;26;15;87;330;2,2;921,5;71;8;31,9;37
7/01/2019;20:00;0,2;13;6;27;15;81;330;1,9;921,9;31;3;31,1;40
7/01/2019;21:00;0,3;19;5;47;27;31;100;1,2;922,6;1;0;29,3;49
7/01/2019;22:00;0,3;18;6;55;31;20;337;0,9;923,5;0;0;28,5;53
7/01/2019;23:00;0,3;21;9;48;29;24;332;0,9;924,3;0;0;27,9;54
7/01/2019;24:00:00;0,2;16;7;51;30;18;332;0,8;924,8;0;0;27,3;55
8/01/2019;01:00;0,3;22;12;60;36;9;777;0,0;924,7;0;0;26,6;56
8/01/2019;02:00;0,4;21;8;61;50;5;777;0,0;924,3;0;0;25,6;61
8/01/2019;03:00;0,7;39;29;64;76;4;777;0,0;924,0;0;0;24,8;66
8/01/2019;04:00;0,4;41;26;60;56;3;95;1,1;924,0;0;0;24,9;65
8/01/2019;05:00;0,5;39;35;57;53;3;777;0,0;923,9;0;0;23,6;69
8/01/2019;06:00;0,7;44;29;58;87;3;777;0,0;924,3;0;0;23,0;73
8/01/2019;07:00;0,9;38;33;65;134;4;89;0,9;925,0;6;0;23,9;70
8/01/2019;08:00;1,0;36;25;68;140;4;92;1,0;925,4;90;5;25,0;65
8/01/2019;09:00;0,8;39;13;77;100;7;319;0,9;925,6;331;15;28,7;52
8/01/2019;10:00;0,5;30;17;68;53;26;326;1,8;925,9;455;23;29,6;49
8/01/2019;11:00;0,3;22;21;37;25;60;319;1,8;925,9;855;42;31,5;44
8/01/2019;12:00;0,2;37;28;23;14;77;320;2,1;925,5;863;45;32,5;40
8/01/2019;13:00;0,2;21;20;23;14;92;331;2,4;925,1;931;49;32,9;39
8/01/2019;14:00;0,2;25;12;18;10;117;324;2,1;924,8;628;35;33,0;39
8/01/2019;15:00;0,2;15;9;23;13;106;310;1,7;924,3;866;45;33,6;39
8/01/2019;16:00;0,2;17;10;36;22;98;268;1,5;923,5;414;22;33,6;38
8/01/2019;17:00;0,2;39;31;24;13;112;140;3,5;924,5;12;0;24,0;79
8/01/2019;18:00;0,3;13;5;56;31;52;159;1,6;925,0;8;1;20,1;95
8/01/2019;19:00;0,6;0;1;85;56;21;78;1,8;925,8;31;3;21,3;95
8/01/2019;20:00;0,5;17;9;75;41;30;777;0,0;925,9;13;1;22,5;87
8/01/2019;21:00;0,4;20;9;59;33;38;355;1,3;926,7;0;0;23,5;79
8/01/2019;22:00;0,4;24;13;62;36;21;163;0,8;926,5;0;0;22,8;80
8/01/2019;23:00;0,6;20;18;79;54;5;189;0,9;926,3;0;0;22,8;82
8/01/2019;24:00:00;0,6;24;14;75;46;6;129;0,8;926,6;0;0;22,8;80
9/01/2019;01:00;0,8;45;22;80;61;3;115;0,8;926,6;0;0;22,9;81
9/01/2019;02:00;0,4;33;21;42;27;26;198;1,2;926,3;0;0;22,8;83
9/01/2019;03:00;0,2;30;11;18;10;40;126;0,9;925,9;0;0;22,5;88
9/01/2019;04:00;0,2;18;13;18;10;36;131;0,8;924,8;0;0;22,3;90
9/01/2019;05:00;0,2;28;9;20;11;34;135;0,9;924,3;0;0;22,0;90
9/01/2019;06:00;0,2;9;14;25;14;36;146;0,8;924,3;0;0;22,0;90
9/01/2019;07:00;0,3;26;17;45;28;18;118;0,9;924,6;3;0;22,2;89
9/01/2019;08:00;0,2;19;16;33;21;35;125;1,3;924,7;61;4;22,7;86
9/01/2019;09:00;0,3;22;10;34;23;37;130;1,3;925,2;267;12;24,3;78
9/01/2019;10:00;0,3;17;9;33;22;48;141;1,3;925,4;577;27;26,6;68
9/01/2019;11:00;0,5;32;30;37;23;63;115;1,4;924,9;806;39;28,7;60
9/01/2019;12:00;0,4;56;41;39;24;92;94;2,2;924,2;963;48;29,6;53
9/01/2019;13:00;0,3;38;30;35;20;131;102;2,2;923,9;1089;55;31,1;44
9/01/2019;14:00;0,2;33;24;25;14;150;103;1,9;923,6;1089;57;32,5;36
9/01/2019;15:00;0,2;20;20;24;13;149;119;1,4;923,0;1051;54;33,9;28
9/01/2019;16:00;0,2;20;10;23;13;149;115;1,6;922,1;916;45;34,9;22
9/01/2019;17:00;0,2;20;13;25;14;168;163;1,5;921,2;698;33;34,8;29
9/01/2019;18:00;0,3;49;31;28;16;158;174;1,7;921,0;279;16;31,6;53
9/01/2019;19:00;0,3;56;36;28;16;132;177;1,7;921,1;74;8;29,5;61
9/01/2019;20:00;0,3;43;31;31;17;88;140;1,7;922,0;27;3;27,2;70
9/01/2019;21:00;0,3;47;27;27;15;72;149;1,5;922,7;0;0;25,7;78
9/01/2019;22:00;0,3;47;30;30;16;61;129;1,4;923,6;0;0;25,2;79
9/01/2019;23:00;0,2;35;23;25;13;58;135;1,2;924,1;0;0;25,1;77
9/01/2019;24:00:00;0,3;29;26;25;13;49;141;0,9;924,5;0;0;24,5;80
10/01/2019;01:00;0,2;36;20;24;13;37;131;1,0;924,1;0;0;24,3;82
10/01/2019;02:00;0,2;27;14;21;12;35;125;0,7;923,3;0;0;23,5;84
10/01/2019;03:00;0,2;29;20;30;17;26;96;1,4;922,7;0;0;23,6;85
10/01/2019;04:00;0,3;38;26;37;23;14;99;1,3;922,5;0;0;23,5;85
10/01/2019;05:00;0,3;33;21;42;27;6;108;1,2;922,4;0;0;23,0;88
10/01/2019;06:00;0,2;36;19;36;26;12;99;1,4;922,6;0;0;22,9;88
10/01/2019;07:00;0,5;27;19;43;46;3;98;1,2;923,1;3;0;22,7;89
10/01/2019;08:00;0,6;38;22;46;64;5;96;1,4;923,7;74;5;23,2;84
10/01/2019;09:00;0,5;27;15;45;45;19;87;1,3;924,2;365;15;26,5;61
10/01/2019;10:00;0,3;24;13;26;20;48;335;2,0;924,4;625;28;28,6;44
10/01/2019;11:00;0,2;30;19;21;15;64;325;2,6;924,6;841;41;29,1;42
10/01/2019;12:00;0,3;23;17;17;12;82;330;3,1;924,5;978;50;29,9;41
10/01/2019;13:00;0,4;37;24;18;11;96;325;2,6;924,1;1039;54;30,8;40
10/01/2019;14:00;0,2;31;16;23;14;111;333;2,6;923,8;826;45;31,3;39
10/01/2019;15:00;0,2;39;15;19;11;123;328;2,5;923,3;918;49;31,8;37
10/01/2019;16:00;0,2;18;11;20;12;131;325;2,8;922,4;975;46;32,5;37
10/01/2019;17:00;0,2;32;18;14;8;144;322;2,3;921,4;719;34;32,5;36
10/01/2019;18:00;0,2;23;14;17;10;147;323;2,1;920,9;379;19;32,2;36
10/01/2019;19:00;0,2;38;20;21;12;137;322;1,9;921,2;146;9;31,5;37
10/01/2019;20:00;0,2;31;5;23;13;119;178;1,5;921,8;56;2;29,5;46
10/01/2019;21:00;0,4;24;19;40;22;89;149;1,0;922,6;0;0;27,4;57
10/01/2019;22:00;0,4;33;12;48;26;70;183;1,0;923,6;0;0;27,4;59
10/01/2019;23:00;0,2;19;15;25;14;87;204;1,5;924,9;0;0;25,5;62
10/01/2019;24:00:00;0,2;18;7;19;10;84;171;1,1;925,5;0;0;23,1;72
11/01/2019;01:00;0,2;19;9;23;13;74;212;1,5;926,2;0;0;22,8;73
11/01/2019;02:00;0,1;12;1;17;10;77;167;1,2;926,4;0;0;22,6;71
11/01/2019;03:00;0,1;6;8;16;9;81;134;1,0;925,7;0;0;22,0;75
11/01/2019;04:00;0,1;15;11;41;22;55;321;1,1;925,0;0;0;22,5;71
11/01/2019;05:00;0,2;13;9;48;26;44;777;0,0;924,6;0;0;22,5;69
11/01/2019;06:00;0,2;20;10;51;28;23;160;0,7;925,0;0;0;22,4;74
11/01/2019;07:00;0,3;16;12;61;41;16;777;0,0;925,6;4;0;21,9;76
11/01/2019;08:00;0,5;20;13;68;53;7;125;0,9;926,0;47;3;22,9;75
11/01/2019;09:00;0,7;16;7;80;63;11;777;0,0;926,5;272;12;25,6;66
11/01/2019;10:00;0,8;35;21;93;61;34;190;0,9;926,5;499;22;28,0;57
11/01/2019;11:00;0,5;36;32;72;47;62;110;1,5;926,3;764;36;29,9;49
11/01/2019;12:00;0,3;49;37;46;27;112;328;1,5;925,8;950;46;31,3;43
11/01/2019;13:00;0,2;36;32;27;16;119;336;1,8;925,1;976;50;32,5;39
11/01/2019;14:00;0,2;21;16;24;14;111;316;1,9;924,5;752;41;32,4;39
11/01/2019;15:00;0,2;37;17;27;16;123;324;1,8;923,9;636;33;32,4;39
11/01/2019;16:00;0,3;24;17;37;20;145;190;1,8;923,6;58;4;28,3;51
11/01/2019;17:00;0,5;43;16;89;54;54;195;0,8;923,8;23;2;23,3;78
11/01/2019;18:00;0,5;14;2;74;42;58;231;1,4;924,3;73;6;23,7;77
11/01/2019;19:00;0,5;14;7;64;37;63;119;1,1;923,9;122;8;24,7;62
11/01/2019;20:00;0,4;23;9;50;28;78;110;1,8;924,6;67;3;25,4;62
11/01/2019;21:00;0,3;14;11;48;26;71;101;1,6;925,1;0;0;24,3;63
11/01/2019;22:00;0,4;20;13;70;39;39;91;1,7;925,6;0;0;23,3;66
11/01/2019;23:00;0,5;16;13;87;52;13;106;1,3;926,3;0;0;22,8;70
11/01/2019;24:00:00;0,7;31;20;84;51;8;145;1,0;926,4;0;0;22,9;75
12/01/2019;01:00;0,6;33;19;65;37;15;125;0,8;926,0;0;0;22,9;81
12/01/2019;02:00;0,5;51;34;;;17;130;0,9;925,4;0;0;22,6;86
12/01/2019;03:00;0,5;37;28;;;16;145;0,8;925,1;0;0;22,3;88
12/01/2019;04:00;0,4;46;29;;;16;188;0,9;925,2;0;0;22,3;89
12/01/2019;05:00;0,3;40;31;;;21;160;0,9;925,1;0;0;22,2;89
12/01/2019;06:00;0,2;29;22;;;25;158;0,8;925,4;0;0;21,9;90
12/01/2019;07:00;0,2;24;18;;;35;198;0,9;925,8;2;0;21,8;90
12/01/2019;08:00;0,2;21;15;;;33;149;1,1;926,4;67;5;22,1;89
12/01/2019;09:00;0,2;11;4;;;39;140;1,3;926,5;220;12;23,7;81
12/01/2019;10:00;0,2;18;7;;;50;213;0,9;926,8;421;22;25,7;71
12/01/2019;11:00;0,2;20;13;;;99;126;1,4;926,9;730;36;27,5;62
12/01/2019;12:00;0,2;22;21;;;112;109;1,4;926,7;557;32;28,3;58
12/01/2019;13:00;0,2;33;22;;;139;156;1,3;926,1;764;42;29,5;52
12/01/2019;14:00;0,2;22;20;;;158;183;1,1;925,4;729;40;30,8;46
12/01/2019;15:00;0,2;32;27;;;152;208;1,4;924,7;846;44;31,3;46
12/01/2019;16:00;0,2;34;25;;;118;163;1,8;923,9;789;40;31,5;49
12/01/2019;17:00;0,1;33;24;;;89;152;2,3;923,4;499;28;29,3;58
12/01/2019;18:00;0,1;23;12;;;72;174;1,8;923,6;321;19;28,3;61
12/01/2019;19:00;0,1;25;4;;;67;152;1,8;924,0;110;8;26,7;65
12/01/2019;20:00;0,2;18;10;;;59;150;1,8;924,0;36;3;25,4;69
12/01/2019;21:00;0,1;36;20;;;55;149;1,4;924,7;0;0;24,2;72
12/01/2019;22:00;0,2;25;20;;;48;150;1,1;925,6;0;0;23,7;75
12/01/2019;23:00;0,2;31;22;;;40;129;1,3;926,0;0;0;23,6;76
12/01/2019;24:00:00;0,2;28;19;;;41;122;1,4;926,2;0;0;23,2;76
13/01/2019;01:00;0,2;24;10;;;31;186;0,8;925,9;0;0;22,5;79
13/01/2019;02:00;0,2;24;12;;;41;153;1,1;925,6;0;0;22,2;79
13/01/2019;03:00;0,1;19;13;;;41;137;0,7;925,9;0;0;21,5;82
13/01/2019;04:00;0,1;23;13;;;38;777;0,0;925,7;0;0;21,8;83
13/01/2019;05:00;0,2;20;19;;;37;153;0,8;925,4;0;0;22,0;83
13/01/2019;06:00;0,1;23;13;;;40;152;0,8;925,4;0;0;21,4;84
13/01/2019;07:00;0,1;14;16;;;38;155;0,8;925,9;3;0;21,0;85
13/01/2019;08:00;0,2;28;13;;;36;104;1,2;926,2;48;4;21,7;83
13/01/2019;09:00;0,2;13;11;;;37;106;1,4;926,2;347;15;24,1;72
13/01/2019;10:00;0,2;10;7;;;45;110;1,3;926,2;609;28;26,5;63
13/01/2019;11:00;0,2;36;16;;;67;888;1,0;926,1;830;41;28,3;57
13/01/2019;12:00;0,2;21;24;;;93;337;1,6;925,7;975;50;30,0;51
13/01/2019;13:00;0,1;33;19;;;81;357;1,7;924,8;1099;57;31,5;45
13/01/2019;14:00;0,1;19;21;;;81;326;1,9;924,1;457;29;30,9;47
13/01/2019;15:00;0,1;20;15;;;95;323;2,2;923,5;706;40;31,9;41
13/01/2019;16:00;0,1;18;7;;;89;322;2,4;922,9;696;38;32,3;39
13/01/2019;17:00;0,2;27;23;;;97;186;1,5;922,8;125;8;28,5;59
13/01/2019;18:00;0,2;25;17;;;88;191;1,4;923,1;255;15;27,1;64
13/01/2019;19:00;0,2;13;6;;;90;152;1,4;923,7;211;11;27,6;66
13/01/2019;20:00;0,2;24;19;;;79;124;1,5;924,1;93;3;27,1;69
13/01/2019;21:00;0,3;33;20;;;55;117;1,5;924,1;0;0;25,3;75
13/01/2019;22:00;0,3;44;31;;;46;142;1,2;924,3;0;0;24,3;80
13/01/2019;23:00;0,5;38;33;;;22;98;1,6;925,2;0;0;24,1;80
13/01/2019;24:00:00;0,5;33;27;;;19;94;1,4;925,9;0;0;23,4;81
14/01/2019;01:00;0,4;35;18;;;26;105;1,2;925,9;0;0;23,1;80
14/01/2019;02:00;0,3;19;18;;;37;95;1,3;925,2;0;0;23,1;76
14/01/2019;03:00;0,3;24;21;;;28;95;1,1;924,9;0;0;22,7;80
14/01/2019;04:00;0,4;31;21;;;12;114;0,9;924,4;0;0;22,3;81
14/01/2019;05:00;0,4;34;23;;;10;151;0,7;924,4;0;0;22,1;83
14/01/2019;06:00;0,3;22;17;;;13;140;0,8;924,6;0;0;22,2;84
14/01/2019;07:00;0,3;39;20;;;13;155;0,7;925,0;2;0;22,4;83
14/01/2019;08:00;0,5;27;26;;;7;97;1,3;925,4;58;4;22,6;83
14/01/2019;09:00;;22;13;;;;123;0,9;925,7;317;14;25,7;71
14/01/2019;10:00;0,5;36;21;;;32;335;1,5;925,6;554;26;27,4;61
14/01/2019;11:00;0,3;32;18;;;52;328;2,4;925,4;721;37;28,6;54
14/01/2019;12:00;0,2;9;12;;;69;328;2,1;925,1;921;48;30,2;49
14/01/2019;13:00;0,2;27;20;;;85;323;2,0;924,5;922;48;31,1;47
14/01/2019;14:00;0,2;26;20;;;108;330;2,7;923,9;789;45;31,3;44
14/01/2019;15:00;0,2;25;11;;;114;324;2,1;923,3;815;45;32,3;41
14/01/2019;16:00;0,2;19;14;;;118;326;2,1;922,4;813;41;33,0;39
14/01/2019;17:00;0,2;27;18;;;110;325;2,4;921,8;184;11;31,5;42
14/01/2019;18:00;0,3;45;27;;;84;217;1,6;922,1;37;3;26,4;65
14/01/2019;19:00;0,3;17;2;;;80;201;0,9;922,4;138;9;25,7;68
14/01/2019;20:00;0,4;8;6;;;81;191;0,8;922,8;33;3;25,7;67
14/01/2019;21:00;0,4;23;10;;;77;188;0,9;923,6;0;0;25,5;67
14/01/2019;22:00;0,4;25;16;;;59;169;0,9;924,4;0;0;25,4;72
14/01/2019;23:00;0,3;43;30;;;56;197;0,9;925,1;0;0;25,2;79
14/01/2019;24:00:00;0,3;41;36;;;65;166;1,1;925,5;0;0;25,1;81
