Fecha;Hora;CO;MP10;MP2.5;NO2;Nox;O3;DV;VV;P;RG;UV;T;HR
4/07/2019;20:00;0,5;5;3;42;30;4;179;1,0;922,7;0;0;15,3;97
4/07/2019;21:00;0,4;1;0;35;22;10;164;0,9;922,7;0;0;15,1;97
4/07/2019;22:00;0,4;8;7;39;25;5;169;0,7;923,1;0;0;15,2;97
4/07/2019;23:00;0,4;3;8;39;26;4;777;0,0;922,7;0;0;15,2;97
4/07/2019;24:00:00;0,3;5;8;33;25;10;166;0,8;923,5;0;0;15,1;97
5/07/2019;01:00;0,2;31;9;31;20;14;146;1,0;923,5;0;0;14,8;97
5/07/2019;02:00;0,2;8;13;29;17;15;157;1,2;923,0;0;0;14,8;98
5/07/2019;03:00;0,1;0;2;14;8;33;205;1,1;922,4;0;0;14,4;98
5/07/2019;04:00;0,1;0;4;17;9;29;777;0,0;922,9;0;0;14,3;98
5/07/2019;05:00;;0;7;;;;135;1,1;922,5;0;0;14,1;98
5/07/2019;06:00;0,2;0;3;25;14;24;166;0,9;922,5;0;0;13,9;98
5/07/2019;07:00;0,2;2;6;35;22;15;193;1,0;923,5;0;0;13,9;98
5/07/2019;08:00;0,3;27;1;39;26;13;187;1,2;924,3;7;1;13,8;98
5/07/2019;09:00;0,3;5;6;30;20;24;174;1,2;925,5;30;2;13,3;98
5/07/2019;10:00;0,3;0;5;35;24;21;188;1,1;925,9;109;7;13,5;98
5/07/2019;11:00;0,3;3;5;32;22;24;181;1,3;926,1;137;9;13,7;97
5/07/2019;12:00;0,3;0;7;29;20;25;165;1,3;926,2;128;8;13,9;92
5/07/2019;13:00;0,2;14;6;28;20;23;201;1,3;926,3;106;7;12,8;91
5/07/2019;14:00;0,2;7;0;23;16;29;190;1,3;925,8;153;10;13,2;88
5/07/2019;15:00;0,2;26;6;25;17;27;166;1,1;925,3;129;9;13,9;80
5/07/2019;16:00;0,3;5;12;32;21;19;186;1,1;925,5;30;2;13,4;84
5/07/2019;17:00;0,3;4;3;28;17;20;177;0,9;925,6;19;1;12,9;87
5/07/2019;18:00;0,3;5;1;34;22;14;173;1,0;926,2;1;0;12,8;86
5/07/2019;19:00;0,3;10;9;37;27;12;215;1,1;926,6;0;0;11,8;87
5/07/2019;20:00;0,3;5;4;38;26;13;217;1,0;927,1;0;0;11,8;81
5/07/2019;21:00;0,4;3;2;46;35;4;331;1,3;927,6;0;0;12,1;77
5/07/2019;22:00;0,5;5;20;46;39;7;333;1,4;927,8;0;0;11,9;63
5/07/2019;23:00;0,4;5;7;46;35;5;335;1,0;928,0;0;0;11,0;62
5/07/2019;24:00:00;0,7;23;18;52;71;3;335;1,9;928,0;0;0;11,5;69
6/07/2019;01:00;0,5;30;16;49;55;2;338;1,3;927,9;0;0;11,2;70
6/07/2019;02:00;0,5;23;10;44;48;2;191;1,1;927,8;0;0;10,7;77
6/07/2019;03:00;0,2;15;1;25;16;21;200;1,0;928,0;0;0;10,4;76
6/07/2019;04:00;0,2;13;14;20;11;24;143;0,8;928,0;0;0;9,8;81
6/07/2019;05:00;;11;5;;;;145;1,1;928,3;0;0;9,8;83
6/07/2019;06:00;0,1;8;6;19;12;24;191;1,1;928,7;0;0;9,6;82
6/07/2019;07:00;0,2;3;10;26;19;13;206;1,1;929,4;1;0;8,1;73
6/07/2019;08:00;0,2;6;4;29;22;13;191;0,9;930,0;55;3;7,7;72
6/07/2019;09:00;0,2;32;0;21;16;23;172;1,2;930,6;346;11;9,5;62
6/07/2019;10:00;0,2;12;7;23;18;28;170;1,3;931,1;540;21;11,3;56
6/07/2019;11:00;0,2;7;5;18;13;36;204;1,1;931,1;689;28;13,0;53
6/07/2019;12:00;0,2;10;10;17;13;42;135;1,2;930,9;792;34;14,8;49
6/07/2019;13:00;0,2;6;13;16;11;48;193;1,2;930,5;758;31;15,5;46
6/07/2019;14:00;0,2;24;6;17;12;51;164;1,3;930,1;585;29;15,8;44
6/07/2019;15:00;0,2;11;8;18;12;52;204;1,2;930,1;455;21;15,4;44
6/07/2019;16:00;0,2;10;5;18;12;50;178;1,2;929,9;354;14;15,9;42
6/07/2019;17:00;0,2;9;4;21;13;40;189;1,3;930,3;88;5;14,5;51
6/07/2019;18:00;0,3;15;13;29;17;25;162;1,3;930,8;8;1;11,8;65
6/07/2019;19:00;0,3;19;7;32;20;19;188;1,3;931,4;0;0;10,5;73
6/07/2019;20:00;0,3;20;13;32;19;17;170;1,1;931,7;0;0;9,4;79
6/07/2019;21:00;0,3;23;2;34;21;16;146;1,2;931,9;0;0;8,6;80
6/07/2019;22:00;0,3;21;10;34;20;17;150;1,1;932,1;0;0;8,2;81
6/07/2019;23:00;0,3;14;24;31;18;19;189;0,9;932,5;0;0;7,9;83
6/07/2019;24:00:00;0,2;16;19;24;13;26;166;0,9;932,8;0;0;7,9;84
7/07/2019;01:00;0,2;17;3;23;13;26;139;1,0;933,3;0;0;7,8;85
7/07/2019;02:00;0,2;21;19;21;12;25;128;0,8;933,3;0;0;7,4;86
7/07/2019;03:00;0,3;41;14;29;16;17;137;0,8;932,9;0;0;7,2;87
7/07/2019;04:00;0,2;13;10;22;12;24;142;0,7;933,0;0;0;7,1;88
7/07/2019;05:00;;9;5;;;;141;0,7;932,9;0;0;6,9;88
7/07/2019;06:00;0,2;10;5;25;14;16;777;0,0;933,0;0;0;6,7;89
7/07/2019;07:00;0,4;17;9;33;26;6;777;0,0;933,3;1;0;6,5;89
7/07/2019;08:00;0,7;34;21;39;52;4;102;1,2;933,7;61;3;7,1;90
7/07/2019;09:00;0,6;49;29;43;40;13;99;1,5;934,2;176;7;8,9;85
7/07/2019;10:00;0,4;34;20;30;22;27;122;1,4;934,7;294;14;10,8;77
7/07/2019;11:00;0,2;16;13;17;11;45;121;1,9;934,7;319;15;12,3;67
7/07/2019;12:00;0,2;8;6;13;8;45;145;1,5;934,4;227;13;12,0;66
7/07/2019;13:00;0,2;7;3;12;8;50;118;2,4;934,1;370;19;12,5;62
7/07/2019;14:00;0,1;6;7;11;7;58;135;1,8;933,5;339;19;13,2;56
7/07/2019;15:00;0,1;5;2;9;6;56;110;2,1;932,9;573;25;15,3;48
7/07/2019;16:00;0,1;9;14;10;6;55;114;2,1;932,3;330;14;15,6;48
7/07/2019;17:00;0,2;11;28;15;9;52;142;1,8;932,8;119;6;14,4;58
7/07/2019;18:00;0,2;28;0;14;8;43;158;1,7;933,6;11;1;12,0;71
7/07/2019;19:00;0,2;35;11;15;8;38;146;1,8;933,7;0;0;10,8;80
7/07/2019;20:00;0,2;27;11;20;11;31;161;1,6;933,9;0;0;10,4;84
7/07/2019;21:00;0,3;20;7;26;14;24;138;1,5;934,4;0;0;10,2;86
7/07/2019;22:00;0,2;17;8;25;14;26;159;1,4;934,8;0;0;10,2;87
7/07/2019;23:00;0,2;18;8;22;12;29;141;1,5;935,0;0;0;10,0;88
7/07/2019;24:00:00;0,2;14;10;21;11;29;139;1,2;934,9;0;0;9,6;89
8/07/2019;01:00;0,2;19;14;25;14;21;143;0,9;934,6;0;0;9,1;90
8/07/2019;02:00;0,2;24;7;25;14;19;134;0,8;934,2;0;0;8,7;91
8/07/2019;03:00;0,2;16;20;14;8;29;144;1,1;933,8;0;0;9,2;91
8/07/2019;04:00;0,2;19;6;15;8;25;166;0,8;933,5;0;0;8,8;92
8/07/2019;05:00;;16;7;;;;161;0,8;933,5;0;0;8,2;93
8/07/2019;06:00;0,2;15;13;33;23;6;165;0,7;933,8;0;0;7,7;93
8/07/2019;07:00;0,3;26;12;35;39;3;777;0,0;934,0;1;0;7,6;93
8/07/2019;08:00;0,7;20;8;44;91;3;96;1,2;934,4;59;3;8,0;94
8/07/2019;09:00;0,7;29;11;48;76;7;95;1,7;934,7;338;10;10,1;84
8/07/2019;10:00;0,5;27;15;52;67;13;98;2,0;935,0;534;20;12,5;69
8/07/2019;11:00;0,3;26;5;38;35;28;99;2,5;935,1;673;28;15,1;56
8/07/2019;12:00;0,3;35;6;37;32;31;100;2,2;934,4;766;33;17,0;50
8/07/2019;13:00;0,3;35;18;36;30;35;98;2,0;933,2;760;32;18,1;45
8/07/2019;14:00;0,3;11;8;37;28;36;140;1,5;932,3;615;30;19,4;44
8/07/2019;15:00;0,4;19;16;41;30;37;95;1,6;931,4;552;23;20,4;42
8/07/2019;16:00;0,4;17;17;44;30;36;116;1,3;930,7;353;14;20,5;42
8/07/2019;17:00;0,4;17;36;48;29;31;124;1,0;930,7;108;5;20,4;42
8/07/2019;18:00;0,5;28;16;57;38;15;175;1,1;931,2;7;1;16,5;60
8/07/2019;19:00;0,6;41;6;56;44;4;190;1,1;931,8;0;0;14,1;79
8/07/2019;20:00;0,5;38;7;50;35;5;156;1,1;932,4;0;0;13,0;84
8/07/2019;21:00;0,5;41;7;46;30;7;133;1,0;932,9;0;0;12,1;87
8/07/2019;22:00;0,4;28;15;45;28;6;156;0,8;933,3;0;0;12,2;89
8/07/2019;23:00;0,5;31;25;51;37;3;144;0,8;933,6;0;0;12,3;89
8/07/2019;24:00:00;0,5;29;9;46;36;3;777;0,0;933,5;0;0;11,4;89
9/07/2019;01:00;0,6;33;38;45;48;2;777;0,0;933,3;0;0;10,5;90
9/07/2019;02:00;0,7;56;33;47;53;2;131;0,6;933,2;0;0;10,4;91
9/07/2019;03:00;0,7;40;25;43;50;2;777;0,0;932,6;0;0;10,0;91
9/07/2019;04:00;0,7;37;22;41;49;3;104;1,1;932,5;0;0;10,4;92
9/07/2019;05:00;;35;30;;;;102;1,7;932,4;0;0;11,1;93
9/07/2019;06:00;0,2;23;15;31;20;10;100;1,2;932,7;0;0;10,9;93
9/07/2019;07:00;0,2;23;10;31;21;11;109;1,5;933,2;0;0;10,9;92
9/07/2019;08:00;0,2;29;11;24;16;20;104;1,6;933,9;38;2;11,2;89
9/07/2019;09:00;0,3;18;6;26;20;20;95;1,8;934,4;170;8;11,8;86
9/07/2019;10:00;0,3;16;12;28;24;25;91;2,0;934,7;497;20;13,6;77
9/07/2019;11:00;0,3;20;11;27;22;33;100;2,1;934,5;665;28;15,5;68
9/07/2019;12:00;0,3;17;7;25;18;44;97;1,8;933,9;757;33;18,1;58
9/07/2019;13:00;0,3;22;20;27;18;52;96;1,8;932,7;752;31;19,2;53
9/07/2019;14:00;0,3;24;18;26;17;58;101;1,8;931,6;616;30;20,8;46
9/07/2019;15:00;0,3;26;9;22;13;67;124;1,5;930,9;555;24;21,8;41
9/07/2019;16:00;0,3;22;27;22;13;68;126;1,2;930,4;357;15;22,2;37
9/07/2019;17:00;0,3;19;41;25;14;62;102;1,5;930,4;123;6;21,3;37
9/07/2019;18:00;0,4;32;15;38;21;38;100;1,0;930,6;9;1;17,6;50
9/07/2019;19:00;0,5;43;15;60;33;14;153;1,1;931,3;0;0;15,8;74
9/07/2019;20:00;0,5;49;11;51;29;14;137;1,2;932,3;0;0;14,7;85
9/07/2019;21:00;0,4;39;18;42;24;17;141;1,0;932,8;0;0;13,7;89
9/07/2019;22:00;0,4;31;20;45;25;12;129;0,8;933,1;0;0;13,1;91
9/07/2019;23:00;0,5;30;16;50;33;4;777;0,0;933,0;0;0;12,4;92
9/07/2019;24:00:00;0,6;48;20;46;39;2;777;0,0;932,8;0;0;12,2;92
10/07/2019;01:00;0,6;36;43;44;42;2;777;0,0;932,4;0;0;12,2;93
10/07/2019;02:00;0,6;40;31;42;38;2;777;0,0;932,0;0;0;11,6;93
10/07/2019;03:00;0,6;40;27;41;35;2;777;0,0;931,5;0;0;11,5;94
10/07/2019;04:00;0,5;42;25;42;33;3;97;1,3;931,2;0;0;11,6;94
10/07/2019;05:00;;35;21;;;;98;1,3;930,9;0;0;11,2;95
10/07/2019;06:00;0,3;22;18;42;33;4;100;1,6;930,9;0;0;11,2;96
10/07/2019;07:00;0,4;18;12;44;43;2;97;1,2;931,2;0;0;11,3;96
10/07/2019;08:00;0,5;25;19;45;54;2;98;1,2;931,5;33;2;11,3;95
10/07/2019;09:00;0,6;30;22;47;62;4;96;1,2;932,1;97;5;11,5;94
10/07/2019;10:00;0,6;42;18;52;68;7;97;1,4;932,7;263;13;12,4;88
10/07/2019;11:00;0,7;53;29;64;80;11;96;1,6;932,3;650;26;15,3;74
10/07/2019;12:00;0,7;53;20;78;85;15;101;1,5;931,4;738;31;18,0;61
10/07/2019;13:00;0,6;46;25;77;67;24;349;1,2;930,1;741;30;20,5;52
10/07/2019;14:00;0,5;43;29;64;44;41;291;1,0;929,1;596;28;22,6;43
10/07/2019;15:00;0,4;34;10;51;34;48;329;1,8;928,2;548;23;23,7;37
10/07/2019;16:00;0,4;30;13;51;33;50;328;1,7;927,7;347;14;23,8;37
10/07/2019;17:00;0,5;33;40;62;37;41;332;1,6;927,5;124;5;23,1;39
10/07/2019;18:00;0,8;41;13;94;64;14;315;0,8;927,7;8;1;19,9;48
10/07/2019;19:00;1,2;54;19;113;101;3;332;0,9;928,1;0;0;17,8;53
10/07/2019;20:00;1,6;53;23;113;134;3;777;0,0;928,4;0;0;16,6;56
10/07/2019;21:00;2,2;62;25;117;251;3;777;0,0;928,6;0;0;15,1;63
10/07/2019;22:00;2,3;88;33;98;235;3;777;0,0;928,7;0;0;14,2;71
10/07/2019;23:00;2,2;91;55;91;249;3;777;0,0;928,7;0;0;13,1;77
10/07/2019;24:00:00;2,4;102;63;93;320;4;777;0,0;928,5;0;0;12,6;80
11/07/2019;01:00;2,3;125;70;88;325;3;777;0,0;928,3;0;0;12,2;82
11/07/2019;02:00;2,2;103;55;79;284;3;777;0,0;928,2;0;0;11,7;83
11/07/2019;03:00;2,1;97;53;75;300;3;777;0,0;927,6;0;0;11,1;85
11/07/2019;04:00;1,8;96;60;73;293;2;777;0,0;927,2;0;0;10,8;87
11/07/2019;05:00;;90;60;;;;777;0,0;927,2;0;0;10,4;88
11/07/2019;06:00;2,0;97;48;57;290;3;777;0,0;927,6;0;0;10,2;88
11/07/2019;07:00;1,8;102;60;68;290;3;777;0,0;928,3;1;0;10,0;89
11/07/2019;08:00;2,3;110;57;79;359;4;777;0,0;929,0;57;3;10,5;89
11/07/2019;09:00;2,4;111;57;118;348;3;44;0,9;929,4;295;9;14,1;77
11/07/2019;10:00;1,8;93;32;121;221;4;339;1,1;929,5;500;19;17,3;59
11/07/2019;11:00;1,0;70;24;102;105;19;335;1,7;929,3;655;26;19,9;48
11/07/2019;12:00;0,4;41;25;57;39;47;329;2,0;928,7;748;31;22,3;40
11/07/2019;13:00;0,3;34;19;40;25;71;329;2,2;927,7;741;30;23,0;36
11/07/2019;14:00;0,3;34;10;37;22;82;324;2,0;926,8;597;28;23,3;34
11/07/2019;15:00;0,3;38;17;43;26;75;321;1,6;926,2;548;23;24,4;31
11/07/2019;16:00;0,3;35;17;40;23;76;250;1,1;925,8;355;14;24,4;28
11/07/2019;17:00;0,3;34;12;52;29;63;333;1,4;925,7;131;5;23,6;32
11/07/2019;18:00;0,6;39;27;87;55;27;777;0,0;926,1;8;1;19,9;41
11/07/2019;19:00;0,7;48;16;83;51;12;193;0,9;926,9;0;0;18,0;53
11/07/2019;20:00;0,7;52;9;82;51;6;159;0,7;927,4;0;0;16,9;59
11/07/2019;21:00;1,2;51;21;91;104;3;777;0,0;927,9;0;0;15,5;64
11/07/2019;22:00;1,8;58;26;97;185;4;777;0,0;928,3;0;0;14,6;68
11/07/2019;23:00;2,3;79;40;96;232;4;777;0,0;928,2;0;0;14,0;70
11/07/2019;24:00:00;2,9;91;51;100;345;5;777;0,0;927,9;0;0;13,4;74
12/07/2019;01:00;2,1;104;70;81;264;3;777;0,0;927,6;0;0;12,8;78
12/07/2019;02:00;1,7;90;63;71;201;3;777;0,0;927,2;0;0;12,0;80
12/07/2019;03:00;1,4;90;57;65;174;2;777;0,0;926,8;0;0;11,7;82
12/07/2019;04:00;1,1;73;48;61;138;3;777;0,0;926,6;0;0;11,0;83
12/07/2019;05:00;;99;66;;;;777;0,0;926,9;0;0;10,8;84
12/07/2019;06:00;1,6;120;76;61;249;3;777;0,0;927,1;0;0;10,6;85
12/07/2019;07:00;1,7;117;77;60;238;3;777;0,0;927,4;1;0;10,4;86
12/07/2019;08:00;1,5;110;60;61;172;2;777;0,0;927,7;59;3;11,0;87
12/07/2019;09:00;1,1;88;49;84;119;5;97;1,1;928,1;317;10;14,1;73
12/07/2019;10:00;1,2;76;34;112;122;10;101;1,3;928,4;515;19;17,1;59
12/07/2019;11:00;1,4;82;44;153;146;12;130;0,9;928,2;640;25;20,9;48
12/07/2019;12:00;1,0;72;29;119;93;29;334;1,3;927,5;723;29;23,0;39
12/07/2019;13:00;0,5;48;35;55;36;61;334;2,4;926,6;746;30;23,7;34
12/07/2019;14:00;0,4;59;12;45;28;67;334;2,2;925,7;605;28;24,3;34
12/07/2019;15:00;0,4;46;11;43;26;80;322;1,8;925,0;545;23;25,3;31
12/07/2019;16:00;0,4;37;20;43;25;86;314;1,6;924,8;348;14;25,3;33
12/07/2019;17:00;0,4;41;52;51;29;76;326;1,6;925,0;139;5;24,3;33
12/07/2019;18:00;0,6;43;5;76;41;45;329;1,4;925,5;8;1;21,6;40
12/07/2019;19:00;0,7;43;6;86;47;26;777;0,0;926,0;0;0;19,8;45
12/07/2019;20:00;1,4;65;31;118;131;3;777;0,0;926,4;0;0;17,8;54
12/07/2019;21:00;2,5;90;28;129;247;4;777;0,0;926,8;0;0;16,8;61
12/07/2019;22:00;2,7;109;50;144;204;3;777;0,0;927,1;0;0;15,7;67
12/07/2019;23:00;3,1;97;44;149;264;3;777;0,0;927,2;0;0;14,7;75
12/07/2019;24:00:00;3,5;111;59;138;359;4;777;0,0;927,1;0;0;14,5;78
13/07/2019;01:00;2,6;126;74;105;260;4;777;0,0;926,9;0;0;15,0;73
13/07/2019;02:00;2,8;125;74;95;277;3;777;0,0;926,6;0;0;13,9;76
13/07/2019;03:00;2,7;119;73;91;270;3;777;0,0;926,5;0;0;13,0;80
13/07/2019;04:00;2,5;105;58;84;261;3;777;0,0;926,5;0;0;12,6;83
13/07/2019;05:00;;100;60;;;;777;0,0;926,3;0;0;12,3;84
13/07/2019;06:00;2,7;110;68;83;361;3;777;0,0;926,5;0;0;12,5;85
13/07/2019;07:00;2,5;109;60;89;354;3;777;0,0;926,9;1;0;12,2;85
13/07/2019;08:00;2,9;118;64;102;384;3;777;0,0;927,6;53;3;12,9;86
13/07/2019;09:00;2,3;116;69;127;261;3;43;0,7;928,0;285;9;16,4;69
13/07/2019;10:00;2,3;134;70;172;224;6;92;0,9;928,3;476;18;20,4;52
13/07/2019;11:00;1,3;96;58;143;119;19;332;1,4;927,9;632;25;23,0;43
13/07/2019;12:00;0,7;54;27;74;47;58;333;1,8;926,9;717;30;24,9;36
13/07/2019;13:00;0,4;32;6;30;18;88;324;2,1;925,9;703;30;25,5;33
13/07/2019;14:00;0,4;35;19;24;14;95;330;2,2;925,1;574;28;26,1;32
13/07/2019;15:00;0,3;36;17;21;12;91;329;2,3;924,6;469;21;25,8;32
13/07/2019;16:00;0,4;43;22;29;17;86;332;2,2;924,3;338;14;25,8;32
13/07/2019;17:00;0,4;39;43;35;20;85;328;1,9;924,6;139;5;25,1;34
13/07/2019;18:00;0,5;53;7;49;27;73;332;1,6;925,2;7;1;23,0;40
13/07/2019;19:00;0,8;53;24;90;55;25;777;0,0;925,5;0;0;20,3;48
13/07/2019;20:00;1,5;82;40;116;131;3;777;0,0;925,8;0;0;18,7;55
13/07/2019;21:00;2,2;124;46;115;192;4;777;0,0;926,1;0;0;17,8;60
13/07/2019;22:00;2,9;149;57;116;244;5;777;0,0;926,4;0;0;16,9;65
13/07/2019;23:00;3,3;145;54;112;271;5;777;0,0;926,7;0;0;16,3;69
13/07/2019;24:00:00;3,7;140;75;110;297;4;777;0,0;926,6;0;0;15,7;73
14/07/2019;01:00;3,3;142;92;100;258;4;777;0,0;926,5;0;0;15,4;76
14/07/2019;02:00;2,6;138;78;88;193;3;777;0,0;926,3;0;0;14,6;79
14/07/2019;03:00;2,3;125;87;79;171;3;777;0,0;926,0;0;0;14,1;82
14/07/2019;04:00;2,1;129;80;73;160;3;777;0,0;925,6;0;0;13,6;84
14/07/2019;05:00;;121;73;;;;777;0,0;925,5;0;0;13,2;85
14/07/2019;06:00;1,8;110;81;56;140;3;96;0,7;925,5;0;0;13,4;86
14/07/2019;07:00;1,7;100;59;55;128;2;777;0,0;925,8;2;0;12,8;86
14/07/2019;08:00;1,8;85;71;56;121;3;777;0,0;926,4;55;3;13,2;87
14/07/2019;09:00;2,5;124;78;105;148;6;90;0,7;926,8;281;9;16,7;73
14/07/2019;10:00;1,9;136;86;134;109;19;107;0,9;927,0;469;17;20,2;54
14/07/2019;11:00;1,7;109;85;142;95;40;352;1,2;926,7;598;23;23,4;46
14/07/2019;12:00;0,7;71;33;52;31;80;326;1,6;925,8;705;30;25,5;37
14/07/2019;13:00;0,3;29;15;14;8;92;328;2,4;924,8;719;30;26,4;33
14/07/2019;14:00;0,3;35;3;14;8;97;324;2,1;923,8;589;29;27,0;33
14/07/2019;15:00;0,2;26;22;12;7;86;330;2,5;923,1;534;22;27,6;30
14/07/2019;16:00;0,2;22;8;13;8;80;327;2,3;922,7;346;14;27,2;29
14/07/2019;17:00;0,2;18;26;16;9;74;326;1,9;922,9;147;6;26,4;29
14/07/2019;18:00;0,4;28;5;27;15;65;330;1,3;923,1;8;1;23,8;35
14/07/2019;19:00;0,6;38;16;54;39;33;777;0,0;923,6;0;0;20,8;45
14/07/2019;20:00;1,7;69;20;93;161;3;777;0,0;924,2;0;0;19,1;54
14/07/2019;21:00;2,4;82;43;92;194;4;777;0,0;924,7;0;0;18,2;59
14/07/2019;22:00;3,0;97;34;93;247;4;777;0,0;925,1;0;0;17,3;64
14/07/2019;23:00;2,6;90;38;87;212;4;777;0,0;925,3;0;0;16,9;66
14/07/2019;24:00:00;2,0;87;37;75;154;3;777;0,0;925,3;0;0;16,2;70
15/07/2019;01:00;2,0;104;53;72;167;3;777;0,0;925,3;0;0;15,7;73
15/07/2019;02:00;2,1;107;60;69;176;2;185;0,8;925,2;0;0;15,7;76
15/07/2019;03:00;0,8;85;50;42;37;8;186;1,1;925,5;0;0;15,8;82
15/07/2019;04:00;0,4;73;41;30;17;19;188;0,7;925,4;0;0;16,0;88
15/07/2019;05:00;;45;34;;;;192;0,8;925,1;0;0;16,4;85
15/07/2019;06:00;0,4;36;28;32;19;23;122;0,9;925,0;0;0;16,5;83
15/07/2019;07:00;0,4;34;22;36;23;21;109;1,0;925,1;0;0;16,4;82
15/07/2019;08:00;0,4;33;17;40;24;24;108;1,1;925,6;52;2;16,8;82
15/07/2019;09:00;0,5;53;6;46;34;28;92;1,3;925,7;279;10;18,5;75
15/07/2019;10:00;0,5;39;13;42;26;54;174;1,1;926,1;460;18;20,5;67
15/07/2019;11:00;0,5;33;26;48;29;72;182;1,1;925,8;609;25;22,3;61
15/07/2019;12:00;0,4;30;22;40;23;118;138;1,4;925,2;616;27;23,5;55
15/07/2019;13:00;0,4;42;26;39;21;197;225;0,9;924,4;646;27;25,0;50
15/07/2019;14:00;0,4;55;31;36;20;140;198;1,3;923,6;486;23;24,8;52
15/07/2019;15:00;0,4;58;35;36;20;90;190;1,3;923,4;282;14;22,9;59
15/07/2019;16:00;0,4;54;39;36;20;88;187;0,9;923,4;145;8;21,8;62
15/07/2019;17:00;0,5;52;31;44;25;72;190;1,2;923,7;127;5;22,2;60
15/07/2019;18:00;0,4;47;21;32;18;43;194;1,3;924,6;10;1;19,5;74
15/07/2019;19:00;0,5;38;14;52;36;12;777;0,0;925,0;0;0;18,8;78
15/07/2019;20:00;0,7;36;11;65;52;1;777;0,0;925,1;0;0;18,8;76
15/07/2019;21:00;0,6;21;17;54;38;11;175;0,9;925,2;0;0;19,3;67
15/07/2019;22:00;0,5;16;9;52;34;8;777;0,0;925,1;0;0;19,0;66
15/07/2019;23:00;0,3;21;13;37;24;24;261;1,3;925,3;0;0;18,4;68
15/07/2019;24:00:00;0,3;27;2;28;16;27;334;2,3;926,6;0;0;16,7;80
16/07/2019;01:00;0,2;27;5;31;18;20;335;1,5;926,0;0;0;15,5;91
16/07/2019;02:00;0,2;8;19;29;18;21;357;1,0;925,0;0;0;15,4;93
16/07/2019;03:00;0,2;8;5;36;21;12;335;0,9;924,6;0;0;15,6;93
16/07/2019;04:00;0,2;14;5;37;23;11;335;1,1;924,5;0;0;15,5;93
16/07/2019;05:00;;14;18;;;;334;1,2;924,1;0;0;15,6;91
16/07/2019;06:00;0,3;22;11;46;33;3;777;0,0;924,3;0;0;14,9;91
16/07/2019;07:00;0,3;11;8;49;42;5;284;1,0;925,1;1;0;15,3;90
16/07/2019;08:00;0,5;15;7;48;58;2;267;0,9;926,1;62;3;15,6;90
16/07/2019;09:00;0,4;17;7;42;42;6;210;0,9;927,0;103;6;16,4;82
16/07/2019;10:00;0,4;14;10;34;32;10;192;1,2;927,9;81;5;16,5;80
16/07/2019;11:00;0,3;7;7;22;16;20;184;1,4;928,4;129;8;15,5;84
16/07/2019;12:00;0,2;5;5;20;15;25;197;1,6;928,7;140;9;15,0;83
16/07/2019;13:00;0,2;1;7;18;12;28;190;1,6;928,6;107;7;14,3;83
16/07/2019;14:00;0,2;17;6;18;12;32;171;1,8;928,5;72;5;13,3;84
16/07/2019;15:00;0,2;18;10;22;14;34;148;1,8;928,5;73;5;13,2;83
16/07/2019;16:00;0,3;31;12;27;18;31;191;1,4;928,7;58;4;13,0;81
16/07/2019;17:00;0,3;26;13;28;18;30;188;1,4;929,2;47;3;13,1;77
16/07/2019;18:00;0,3;23;9;27;16;32;164;1,7;929,7;5;0;12,3;76
16/07/2019;19:00;0,3;43;9;29;17;32;172;1,4;930,3;0;0;11,6;75
16/07/2019;20:00;0,2;13;7;26;15;36;174;1,4;931,1;0;0;10,8;75
16/07/2019;21:00;0,2;12;6;23;13;39;157;1,5;931,9;0;0;10,3;74
16/07/2019;22:00;0,2;8;8;24;13;40;163;1,4;932,4;0;0;10,1;73
16/07/2019;23:00;0,2;11;8;31;17;31;139;1,1;932,7;0;0;9,7;73
16/07/2019;24:00:00;0,2;12;2;29;16;29;138;0,8;932,8;0;0;9,0;75
17/07/2019;01:00;0,2;18;4;30;16;27;140;0,8;932,6;0;0;9,0;78
17/07/2019;02:00;0,1;40;7;19;10;37;777;0,0;932,3;0;0;9,6;79
17/07/2019;03:00;0,2;27;10;19;10;36;145;0,8;932,2;0;0;10,2;79
17/07/2019;04:00;0,2;17;11;18;10;36;130;1,1;931,9;0;0;10,4;80
17/07/2019;05:00;;24;15;;;;102;1,0;931,7;0;0;10,4;80
17/07/2019;06:00;0,2;29;10;40;28;14;114;1,2;931,7;0;0;10,6;79
17/07/2019;07:00;0,3;30;22;49;40;10;108;1,4;931,9;0;0;10,9;76
17/07/2019;08:00;0,3;26;8;50;41;11;98;1,8;932,5;15;1;11,0;76
17/07/2019;09:00;0,4;27;9;44;33;17;139;1,3;933,4;85;5;10,9;81
17/07/2019;10:00;0,4;30;9;44;33;20;114;1,6;934,0;133;8;12,4;73
17/07/2019;11:00;0,4;22;7;42;33;25;126;1,5;933,9;272;15;13,9;67
17/07/2019;12:00;0,3;27;5;33;26;34;146;1,4;933,6;555;27;16,3;61
17/07/2019;13:00;0,2;22;10;25;18;43;121;1,8;932,9;505;25;17,5;56
17/07/2019;14:00;0,2;15;11;25;17;42;173;1,5;932,3;348;19;17,0;61
17/07/2019;15:00;0,2;28;6;23;17;42;116;1,9;931,8;431;20;18,5;55
17/07/2019;16:00;0,3;32;5;33;21;35;166;1,5;931,9;149;8;16,9;63
17/07/2019;17:00;0,2;29;19;30;19;33;165;1,7;932,2;135;5;16,6;67
17/07/2019;18:00;0,3;18;9;33;20;28;154;1,6;932,6;14;1;14,8;71
